date,symbol,direction,signal_time,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier
2021-08-12,MFSL,LONG,11:30,1066.95,468,499332.6,1035.25,1130.3500000000001,2.0,"BOLLINGER,CAMARILLA,CPR,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",14,14.0,ORB-15,ORB-15: breakout above 1066.95 (range=31.70),15:15,1079.25,TIME_EXIT,WIN,5023.84,1.01,60.0,MEDIUM
2021-08-12,SBICARD,SHORT,12:15,1031.95,484,499463.8,1039.1699999999998,995.0,5.12,"ADX-FILTER,BEAR-ENGULF,BOLLINGER,CPR,FAILED-BO,FIRST-CANDLE,INTRADAY-STRUCT,MACD,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,SUPERTREND,VWAP-STDDEV",14,14.0,FAILED-BO,"Failed BO: bull trap above 1032.00, reversed on vol 2.1×",15:15,1030.9,TIME_EXIT,LOSS,-219.69,-0.04,60.0,MEDIUM
2021-08-13,PVRINOX,LONG,11:50,1438.1125,347,499025.04,1421.40625,1504.9374999999998,4.0,"CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",15,15.0,CAMARILLA,CAMARILLA: breakout above H4=1438.11,13:40,1421.40625,STOP_HIT,LOSS,-6520.06,-1.31,60.0,MEDIUM
2021-08-13,CIPLA,SHORT,09:40,903.0,553,499359.0,910.95,887.0999999999999,2.0,"CAMARILLA,DAILY-BIAS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,OPEN-WEAK,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",13,13.0,ORB-15,ORB-15: breakdown below 903.00,15:15,894.7,TIME_EXIT,WIN,3864.49,0.77,60.0,MEDIUM
2021-08-16,BSOFT,LONG,09:25,431.71020408163264,1158,499920.42,430.4744897959184,442.6551020408163,8.86,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,14.0,VPOC,VPOC: breakout above VAH=431.71,09:40,430.4744897959184,STOP_HIT,LOSS,-2158.63,-0.43,60.0,MEDIUM
2021-08-16,HINDPETRO,SHORT,09:45,144.75,3454,499966.5,146.05,142.14999999999998,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FAILED-BO,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",15,15.0,ORB-15,ORB-15: breakdown below 144.75,11:55,146.05,STOP_HIT,LOSS,-5221.63,-1.04,60.0,MEDIUM
2021-08-17,LTTS,LONG,11:15,3830.85,83,317960.55,3472.1279999999997,4774.5,2.63,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",16,16.0,ASC-TRI,Ascending Triangle: breakout above resistance 3787.75,15:15,3830.05,TIME_EXIT,LOSS,-547.06,-0.17,60.0,MEDIUM
2021-08-17,UPL,SHORT,12:55,741.5,674,499771.0,745.85,732.8,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",15,15.0,ORB-15,ORB-15: breakdown below 741.50,13:00,732.8,TARGET_HIT,EXACT_WIN,5138.55,1.03,60.0,MEDIUM
2021-08-18,UNITDSPR,LONG,09:15,663.6714285714286,753,499744.59,663.5086734693878,677.0173469387755,82.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",13,13.0,VPOC,VPOC: breakout above VAH=663.67,09:25,663.5086734693878,STOP_HIT,LOSS,-851.02,-0.17,60.0,MEDIUM
2021-08-18,SBILIFE,SHORT,12:40,1135.0,440,499400.0,1146.4,1112.1999999999998,2.0,"ADX-FILTER,BOLLINGER,CAMARILLA,DBL-TOP,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,RSI-EXT,STOCHASTIC,SUPERTREND",13,13.0,ORB-15,ORB-15: breakdown below 1135.00,12:50,1112.1999999999998,TARGET_HIT,EXACT_WIN,9309.64,1.86,60.0,MEDIUM
2021-08-20,ICICIPRULI,LONG,09:35,686.8,728,499990.4,678.1824319114471,704.0351361771056,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,SUPERTREND,VWAP-REV,VWAP-STDDEV",14,14.0,EMA-CROSS,"EMA-CROSS: 9EMA crossed above 21EMA, price above VWAP",11:20,678.1824319114471,STOP_HIT,LOSS,-6997.52,-1.4,60.0,MEDIUM
2021-08-20,HINDPETRO,SHORT,12:20,142.7,3503,499878.1,143.75,140.59999999999997,2.0,"DAILY-BIAS,DBL-TOP,FIRST-CANDLE,OPEN-WEAK,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC",11,11.0,ORB-15,ORB-15: breakdown below 142.70,12:25,140.59999999999997,TARGET_HIT,EXACT_WIN,6631.76,1.33,60.0,MEDIUM
2021-08-23,TECHM,LONG,09:30,1370.1200000000001,364,498723.68,1356.81,1423.3600000000004,4.0,"BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",15,15.0,CAMARILLA,CAMARILLA: breakout above H4=1370.12,15:15,1361.5,TIME_EXIT,LOSS,-3862.37,-0.77,60.0,MEDIUM
2021-08-23,IOC,SHORT,13:20,51.47,9714,499979.58,52.19,50.03,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DESC-TRI,FIRST-CANDLE,MACD,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,14.0,ORB-30,ORB-30: breakdown below 51.47,15:15,51.05,TIME_EXIT,WIN,3353.33,0.67,60.0,MEDIUM
2021-08-24,ESCORTS,LONG,10:00,1295.0,386,499870.0,1247.6,1389.8000000000002,2.0,"DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VOL-SPIKE,VPOC",14,14.0,ORB-15,ORB-15: breakout above 1295.00 (range=47.40),15:15,1294.4,TIME_EXIT,LOSS,-960.15,-0.19,60.0,MEDIUM
2021-08-24,DRREDDY,SHORT,09:35,902.8,553,499248.4,910.4,887.5999999999999,2.0,"CAMARILLA,DAILY-BIAS,DBL-TOP,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,PIN-BAR,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC",13,13.0,ORB-15,ORB-15: breakdown below 902.80,12:55,910.4,STOP_HIT,LOSS,-4933.09,-0.99,60.0,MEDIUM
2021-08-25,BALRAMCHIN,LONG,10:00,365.96500000000003,1366,499908.19,361.7575,382.7950000000001,4.0,"CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,INTRADAY-STRUCT,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",14,14.0,CAMARILLA,CAMARILLA: breakout above H4=365.97,15:15,370.5,TIME_EXIT,WIN,5461.12,1.09,60.0,MEDIUM
2021-08-25,ACC,SHORT,12:15,2269.0,220,499180.0,2304.8,2197.3999999999996,2.0,"BEAR-ENGULF,CAMARILLA,DAILY-BIAS,FAILED-BO,FIRST-CANDLE,MACD,ORB-30,PIN-BAR,REL-STR,SR-BREAK,SUPERTREND,VPOC",12,12.0,ORB-30,ORB-30: breakdown below 2269.00,15:15,2265.75,TIME_EXIT,LOSS,-12.38,-0.0,60.0,MEDIUM
2021-08-26,LTTS,LONG,09:30,3921.877551020408,127,498078.45,3914.448979591837,4013.1428571428573,12.29,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,INTRADAY-STRUCT,ORB-15,PDH-PDL,PIN-BAR,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-REV,VWAP-STDDEV",15,15.0,VPOC,VPOC: breakout above VAH=3921.88,10:05,3914.448979591837,STOP_HIT,LOSS,-1668.97,-0.34,60.0,MEDIUM
